tweet_id,user,positive,negative,neutral,group,community,mention_type
1329873353906286593,scaryguy,0.633303165435791,0.006726135034114122,0.35997068881988525,trump_inside,trump,inside
1328474079310000128,scaryguy,0.20534561574459076,0.1307506412267685,0.6639037728309631,trump_inside,trump,inside
1329222214273691650,scaryguy,0.11037228256464005,0.06034495308995247,0.8292827606201172,trump_inside,trump,inside
1330684614285864962,scaryguy,0.35713934898376465,0.04088892042636871,0.6019718050956726,trump_inside,trump,inside
1331127982186926080,scaryguy,0.028789924457669258,0.01691640354692936,0.9542936682701111,trump_inside,trump,inside
1328159373219205120,scaryguy,0.360421359539032,0.03609437122941017,0.6034842729568481,trump_inside,trump,inside
1325636894605062144,scaryguy,0.6805404424667358,0.010856518521904945,0.30860307812690735,trump_inside,trump,inside
1327039283228762113,LovliJam,0.9107556939125061,0.004332312848418951,0.08491203188896179,trump_inside,trump,inside
1326274479924928512,RSLC,0.6571208834648132,0.015484650619328022,0.3273944854736328,trump_inside,trump,inside
1324128815292047360,WarRoom2020,0.01678084209561348,0.15635211765766144,0.8268671035766602,trump_inside,trump,inside
1324123179183411200,WarRoom2020,0.019055232405662537,0.6742790341377258,0.3066657781600952,trump_inside,trump,inside
1324128288881725444,WarRoom2020,0.04129786044359207,0.25654107332229614,0.7021610736846924,trump_inside,trump,inside
1324488911876431872,WarRoom2020,0.038688868284225464,0.4181317985057831,0.5431793332099915,trump_inside,trump,inside
1323676570582736897,WarRoom2020,0.6245696544647217,0.014102866873145103,0.36132746934890747,trump_inside,trump,inside
1323677592768204800,WarRoom2020,0.6372501254081726,0.03541112318634987,0.3273387551307678,trump_inside,trump,inside
1324073293721309186,WarRoom2020,0.011448368430137634,0.7539239525794983,0.23462775349617004,trump_inside,trump,inside
1324389852088049666,WarRoom2020,0.011796064674854279,0.8142390847206116,0.17396482825279236,trump_inside,trump,inside
1325502760490512388,MAGAVision2020,0.3749411404132843,0.009172945283353329,0.6158859729766846,trump_inside,trump,inside
1324055539840557056,nativegirl6102,0.009515362791717052,0.7288731932640076,0.2616114914417267,trump_inside,trump,inside
1324475384579186688,4theMKP,0.02389298938214779,0.6661749482154846,0.3099321126937866,trump_inside,trump,inside
1323979515735912448,pdabrosca,0.0802120491862297,0.18355055153369904,0.7362374067306519,trump_inside,trump,inside
1330133723644309505,G4Trump100,0.19673995673656464,0.020292634144425392,0.7829673290252686,trump_inside,trump,inside
1330156798855303168,G4Trump100,0.8371536135673523,0.015493972226977348,0.147352397441864,trump_inside,trump,inside
1329903880382124032,PsychicWarsVet,0.21488137543201447,0.06241248920559883,0.722706139087677,trump_inside,trump,inside
1329074522998259712,RossFalconer1,0.02255154587328434,0.6438993811607361,0.33354902267456055,trump_inside,trump,inside
1324532599122022401,TheDonaldNews,0.01530501153320074,0.7812478542327881,0.2034471482038498,trump_inside,trump,inside
1326051079503536129,frankfraggers,0.986086905002594,0.0036644977517426014,0.010248621925711632,trump_inside,trump,inside
1324546550266126338,PSipy,0.014784617349505424,0.744150698184967,0.24106460809707642,trump_inside,trump,inside
1328082553606197257,PatriotDen_,0.9829671382904053,0.002346451161429286,0.014686476439237595,trump_inside,trump,inside
1325447627371016193,KayaJones,0.21281522512435913,0.35300353169441223,0.434181272983551,trump_inside,trump,inside
1325221272201158658,EntheosShines,0.5274734497070312,0.00848970003426075,0.46403685212135315,trump_inside,trump,inside
1221865601158778880,EntheosShines,0.28163039684295654,0.23086979985237122,0.487499862909317,trump_inside,trump,inside
1252786949846446081,EntheosShines,0.8753991723060608,0.034339528530836105,0.0902613177895546,trump_inside,trump,inside
1324249535481262083,nonspamming,0.020986540243029594,0.8150227069854736,0.16399076581001282,trump_inside,trump,inside
1330007287499354116,extickerpimp,0.007791777141392231,0.8755695819854736,0.1166386678814888,trump_inside,trump,inside
1325482049797550082,JohnMappin,0.03511783480644226,0.8155500888824463,0.14933206140995026,trump_inside,trump,inside
1325987064211369985,zeefa64,0.023060671985149384,0.8187976479530334,0.15814173221588135,trump_inside,trump,inside
1324067806019833856,zeefa64,0.05629033222794533,0.5075589418411255,0.43615081906318665,trump_inside,trump,inside
1326364708543193089,VioletTiger2,0.015080606564879417,0.734882116317749,0.2500372529029846,trump_inside,trump,inside
1323093394831273984,DGPurser,0.008673302829265594,0.9381552338600159,0.053171418607234955,trump_inside,trump,inside
1325799272168660998,DGPurser,0.9655701518058777,0.004990391433238983,0.029439492151141167,trump_inside,trump,inside
1326783542500667393,DGPurser,0.8018928170204163,0.009869104251265526,0.18823803961277008,trump_inside,trump,inside
1326679095640432640,DGPurser,0.04160151258111,0.24959690868854523,0.7088015079498291,trump_inside,trump,inside
1331029630199980038,Juliananana1,0.04727796092629433,0.48993441462516785,0.4627876281738281,trump_inside,trump,inside
1329962103055245312,TruthSoldierz,0.12517283856868744,0.011268873699009418,0.8635582327842712,trump_inside,trump,inside
1323729080383021056,FreedomWorks,0.01975582167506218,0.41293540596961975,0.567308783531189,trump_inside,trump,inside
1324799718749167617,KatrinaPierson,0.19937053322792053,0.28244248032569885,0.5181869864463806,trump_inside,trump,inside
1326231481006481408,KatrinaPierson,0.04416688531637192,0.4554232060909271,0.5004099607467651,trump_inside,trump,inside
1095401864017989633,grabaroot,0.04770231992006302,0.05055626481771469,0.9017413854598999,trump_inside,trump,inside
1327515581772345344,DanonMAGA,0.5163494348526001,0.017024660483002663,0.4666258990764618,trump_inside,trump,inside
1323619692423139328,DanonMAGA,0.13602302968502045,0.05002687871456146,0.8139501214027405,trump_inside,trump,inside
1327275837259993088,DanonMAGA,0.090638667345047,0.01867067627608776,0.8906906247138977,trump_inside,trump,inside
1323947418640068608,DanonMAGA,0.15184907615184784,0.015921542420983315,0.8322294354438782,trump_inside,trump,inside
1327545638624645120,DanonMAGA,0.8592584729194641,0.008693091571331024,0.13204842805862427,trump_inside,trump,inside
1325365479335145472,DanonMAGA,0.06776224076747894,0.34527549147605896,0.5869622826576233,trump_inside,trump,inside
1323995980237328386,DanonMAGA,0.4695715606212616,0.013587403111159801,0.5168410539627075,trump_inside,trump,inside
1323700328647266304,truther881,0.3124372363090515,0.018227463588118553,0.6693353056907654,trump_inside,trump,inside
1323838443156393986,truther881,0.38789379596710205,0.23232674598693848,0.3797794580459595,trump_inside,trump,inside
1324830047656693763,madisongesiotto,0.36832094192504883,0.023611990734934807,0.6080670356750488,trump_inside,trump,inside
1326887688205701120,madisongesiotto,0.0135653056204319,0.6070452928543091,0.3793894052505493,trump_inside,trump,inside
1324027010159681541,madisongesiotto,0.012159825302660465,0.383110910654068,0.6047292947769165,trump_inside,trump,inside
1328067139455094789,jssacramento,0.029855888336896896,0.5023496747016907,0.46779438853263855,trump_inside,trump,inside
1330741255064711168,jssacramento,0.0753951221704483,0.03353751078248024,0.891067385673523,trump_inside,trump,inside
1328065675777241088,jssacramento,0.03204018250107765,0.3939797878265381,0.5739800930023193,trump_inside,trump,inside
1329114519621218305,PookztA,0.8827755451202393,0.006075060926377773,0.11114945262670517,trump_inside,trump,inside
1326648735347183616,kilmeade,0.03521176800131798,0.7356577515602112,0.22913049161434174,trump_inside,trump,inside
1330979452482953216,oUSA_JEDIo,0.16880834102630615,0.4741107225418091,0.3570809066295624,trump_inside,trump,inside
1294811003805413379,oUSA_JEDIo,0.011557196266949177,0.8386605381965637,0.1497822254896164,trump_inside,trump,inside
1324092972233871360,VoteRed2020DT,0.09885954111814499,0.02803351730108261,0.8731070160865784,trump_inside,trump,inside
1324123655291330560,VoteRed2020DT,0.017195507884025574,0.36959198117256165,0.613212525844574,trump_inside,trump,inside
1329889668456980482,sfarrell1818,0.9020503163337708,0.023023536428809166,0.07492612302303314,trump_inside,trump,inside
1328512169793757185,Claire_FOX5,0.008165836334228516,0.8420557379722595,0.14977839589118958,trump_inside,trump,inside
1328901905226010628,Claire_FOX5,0.014908477663993835,0.8129454851150513,0.1721460223197937,trump_inside,trump,inside
1330199180577550337,PastorDScott,0.9605107307434082,0.0034669965971261263,0.036022260785102844,trump_inside,trump,inside
1330207684109492230,PastorDScott,0.08428048342466354,0.019548065960407257,0.8961713910102844,trump_inside,trump,inside
1328863867150057473,PastorDScott,0.7180497646331787,0.004278676118701696,0.2776715159416199,trump_inside,trump,inside
1330199545855291396,PastorDScott,0.05427195131778717,0.5116446614265442,0.4340834319591522,trump_inside,trump,inside
1328886201374420994,PastorDScott,0.8816611170768738,0.004168202634900808,0.11417069286108017,trump_inside,trump,inside
1329528704242880512,Ron4California,0.011529822833836079,0.5494043827056885,0.4390658140182495,trump_inside,trump,inside
1324377672064077824,elwynlopez,0.03406859189271927,0.7879416346549988,0.17798981070518494,trump_inside,trump,inside
1323607635837505542,DjLots3,0.06929412484169006,0.01265706866979599,0.9180488586425781,trump_inside,trump,inside
1329336232409755648,DjLots3,0.046850502490997314,0.4607105553150177,0.492438942193985,trump_inside,trump,inside
1325582634798428162,BoycottHegemony,0.04117823392152786,0.006543953437358141,0.9522777199745178,trump_inside,trump,inside
1324752612265254913,Varneyco,0.04809761047363281,0.30790576338768005,0.6439965963363647,trump_inside,trump,inside
1324732509259620358,Varneyco,0.5794748067855835,0.04474055394530296,0.37578463554382324,trump_inside,trump,inside
1324850577864609794,Varneyco,0.09885954111814499,0.02803351730108261,0.8731070160865784,trump_inside,trump,inside
1327006686989717506,Varneyco,0.036863405257463455,0.22534871101379395,0.7377879023551941,trump_inside,trump,inside
1324748972980801538,Varneyco,0.30411264300346375,0.01863887906074524,0.677248477935791,trump_inside,trump,inside
1323704855689601029,WEdwarda,0.018339460715651512,0.6171669960021973,0.3644935190677643,trump_inside,trump,inside
1329196321086066690,dtordtor1,0.008158075623214245,0.9323641657829285,0.05947776138782501,trump_inside,trump,inside
1331114162538287106,PatriotMendy,0.35714641213417053,0.01661301776766777,0.626240611076355,trump_inside,trump,inside
1324591364802256897,Love_On70,0.04230586811900139,0.08083770424127579,0.8768563866615295,trump_inside,trump,inside
1324446718394568709,Love_On70,0.018771063536405563,0.36702513694763184,0.6142038702964783,trump_inside,trump,inside
1324762286993534976,Love_On70,0.008987022563815117,0.8307555913925171,0.16025738418102264,trump_inside,trump,inside
1324479575020216323,Love_On70,0.006535943131893873,0.9012103080749512,0.09225364774465561,trump_inside,trump,inside
1324457347880767496,Love_On70,0.023207416757941246,0.8331273794174194,0.14366519451141357,trump_inside,trump,inside
1329911576225341441,Love_On70,0.00678654620423913,0.892389178276062,0.100824274122715,trump_inside,trump,inside
1327798074492682240,Love_On70,0.0964982807636261,0.31444528698921204,0.5890564322471619,trump_inside,trump,inside
1324538804032708608,Love_On70,0.08070982247591019,0.0158647820353508,0.9034253358840942,trump_inside,trump,inside
1329244394558349312,RN_USA_1,0.06507090479135513,0.01624615676701069,0.9186829328536987,trump_inside,trump,inside
1329731319467814913,Biakicis,0.024671493098139763,0.26445698738098145,0.7108715176582336,trump_inside,trump,inside
1326348239348457472,Biakicis,0.07118343561887741,0.01856229081749916,0.9102542996406555,trump_inside,trump,inside
1327352475188219904,stormypatriot21,0.08070982247591019,0.0158647820353508,0.9034253358840942,trump_inside,trump,inside
1324535968515395584,CBS_Herridge,0.02417883463203907,0.6727772951126099,0.3030438721179962,trump_inside,trump,inside
1325960364547338240,CBS_Herridge,0.09902046620845795,0.4147874712944031,0.48619210720062256,trump_inside,trump,inside
1326204128138317824,CBS_Herridge,0.013976705260574818,0.6574398875236511,0.32858335971832275,trump_inside,trump,inside
1331030009818083331,CBS_Herridge,0.00649286899715662,0.8301434516906738,0.16336359083652496,trump_inside,trump,inside
1325112120682360834,CBS_Herridge,0.0247016754001379,0.26322320103645325,0.7120751738548279,trump_inside,trump,inside
1331032398365151232,CBS_Herridge,0.006048002280294895,0.8398926854133606,0.1540592461824417,trump_inside,trump,inside
1331033774704963587,SlothAnon2,0.30479517579078674,0.021513596177101135,0.6736912727355957,trump_inside,trump,inside
1317654670702125056,RealBrysonGray,0.890192985534668,0.002150909509509802,0.1076560765504837,trump_inside,trump,inside
1327722306915938305,RealBrysonGray,0.06323830038309097,0.05667412281036377,0.8800875544548035,trump_inside,trump,inside
1328788237725392897,RealBrysonGray,0.1885118931531906,0.027303114533424377,0.7841849327087402,trump_inside,trump,inside
1324602278838415360,Project_Veritas,0.03635604307055473,0.24723052978515625,0.7164134383201599,trump_inside,trump,inside
1324702255027802113,Project_Veritas,0.05762534216046333,0.31620556116104126,0.6261691451072693,trump_inside,trump,inside
1323981665883115520,InGodIDoTrust,0.03806176036596298,0.35870957374572754,0.6032286882400513,trump_inside,trump,inside
1325801671746867200,InGodIDoTrust,0.011649012565612793,0.8947551846504211,0.09359582513570786,trump_inside,trump,inside
1324044790749683714,InGodIDoTrust,0.1367924064397812,0.2332836091518402,0.6299239993095398,trump_inside,trump,inside
1327374569758453763,InGodIDoTrust,0.123227559030056,0.012511256150901318,0.8642610907554626,trump_inside,trump,inside
1324774178105430016,InGodIDoTrust,0.018276557326316833,0.5052024722099304,0.47652098536491394,trump_inside,trump,inside
1329111630811078658,HistoryChargers,0.01010802760720253,0.8571411967277527,0.1327507197856903,trump_inside,trump,inside
1327061104288120833,Dude4Liberty,0.9182302355766296,0.004880447406321764,0.07688936591148376,trump_inside,trump,inside
1327786642615259143,JasonMAGA4ever,0.9760368466377258,0.003131506033241749,0.020831691101193428,trump_inside,trump,inside
1327933331116199936,JasonMAGA4ever,0.023596055805683136,0.589102029800415,0.38730183243751526,trump_inside,trump,inside
1327790574192234507,JasonMAGA4ever,0.005996290594339371,0.9162281155586243,0.0777755156159401,trump_inside,trump,inside
1330486913153732610,LizRNC,0.02219225838780403,0.752726674079895,0.22508113086223602,trump_inside,trump,inside
1330743724784095232,LizRNC,0.01825682818889618,0.7789762020111084,0.20276695489883423,trump_inside,trump,inside
1323647054971887617,LizRNC,0.497252494096756,0.027991686016321182,0.4747558534145355,trump_inside,trump,inside
1324018776136822784,LizRNC,0.04830235615372658,0.4716425836086273,0.4800550639629364,trump_inside,trump,inside
1323638353057775617,LizRNC,0.03924480825662613,0.14874273538589478,0.8120124340057373,trump_inside,trump,inside
1326127131328303106,LizRNC,0.4513291120529175,0.03514276072382927,0.5135281085968018,trump_inside,trump,inside
1329191181234941953,LizRNC,0.6895866394042969,0.007272086571902037,0.3031412363052368,trump_inside,trump,inside
1326529458682073094,MAGAbears523,0.05798880010843277,0.3264552056789398,0.6155560612678528,trump_inside,trump,inside
1324944362749489152,MAGAbears523,0.07348176091909409,0.11622533947229385,0.8102929592132568,trump_inside,trump,inside
1330970891618897921,MAGAbears523,0.03054068610072136,0.46326908469200134,0.5061902403831482,trump_inside,trump,inside
1325538125184184320,MAGAbears523,0.008165102452039719,0.9256204962730408,0.06621435284614563,trump_inside,trump,inside
1328706011503472641,MAGAbears523,0.12111353874206543,0.08290097862482071,0.7959855198860168,trump_inside,trump,inside
1329187599316111360,realMaryFanning,0.04880828037858009,0.23964349925518036,0.7115482687950134,trump_inside,trump,inside
1324829851447140363,robertjeffress,0.24554432928562164,0.016438238322734833,0.7380173802375793,trump_inside,trump,inside
1324852988045910018,robertjeffress,0.9801554083824158,0.002991172717884183,0.01685347408056259,trump_inside,trump,inside
1323760368016105472,robertjeffress,0.8920847177505493,0.0028482978232204914,0.1050669401884079,trump_inside,trump,inside
